,date,open,high,low,close,volume
0,2022-10-31 00:00:00+05:30,17910.2,18022.8,17899.9,18012.2,0
1,2022-11-01 00:00:00+05:30,18130.7,18175.8,18060.15,18145.4,0
2,2022-11-02 00:00:00+05:30,18177.9,18178.75,18048.65,18082.85,0
3,2022-11-03 00:00:00+05:30,17968.35,18106.3,17959.2,18052.7,0
4,2022-11-04 00:00:00+05:30,18053.4,18135.1,18017.15,18117.15,0
5,2022-11-07 00:00:00+05:30,18211.75,18255.5,18064.75,18202.8,0
6,2022-11-09 00:00:00+05:30,18288.25,18296.4,18117.5,18157.0,0
7,2022-11-10 00:00:00+05:30,18044.35,18103.1,17969.4,18028.2,0
8,2022-11-11 00:00:00+05:30,18272.35,18362.3,18259.35,18349.7,0
9,2022-11-14 00:00:00+05:30,18376.4,18399.45,18311.4,18329.15,0
10,2022-11-15 00:00:00+05:30,18362.75,18427.95,18282.0,18403.4,0
11,2022-11-16 00:00:00+05:30,18398.25,18442.15,18344.15,18409.65,0
12,2022-11-17 00:00:00+05:30,18358.7,18417.6,18312.95,18343.9,0
13,2022-11-18 00:00:00+05:30,18382.95,18394.6,18209.8,18307.65,0
14,2022-11-21 00:00:00+05:30,18246.4,18262.3,18133.35,18159.95,0
15,2022-11-22 00:00:00+05:30,18179.15,18261.85,18137.7,18244.2,0
16,2022-11-23 00:00:00+05:30,18325.2,18325.4,18246.0,18267.25,0
17,2022-11-24 00:00:00+05:30,18326.1,18529.7,18294.25,18484.1,0
18,2022-11-25 00:00:00+05:30,18528.45,18534.9,18445.1,18512.75,0
19,2022-11-28 00:00:00+05:30,18430.55,18614.25,18365.6,18562.75,0
20,2022-11-29 00:00:00+05:30,18552.45,18678.1,18552.15,18618.05,0
21,2022-11-30 00:00:00+05:30,18625.7,18816.05,18616.55,18758.35,0
22,2022-12-01 00:00:00+05:30,18871.95,18887.6,18778.2,18812.5,0
23,2022-12-02 00:00:00+05:30,18752.4,18781.95,18639.2,18696.1,0
24,2022-12-05 00:00:00+05:30,18719.55,18728.6,18591.35,18701.05,0
25,2022-12-06 00:00:00+05:30,18600.65,18654.9,18577.9,18642.75,0
26,2022-12-07 00:00:00+05:30,18638.85,18668.3,18528.4,18560.5,0
27,2022-12-08 00:00:00+05:30,18570.85,18625.0,18536.95,18609.35,0
28,2022-12-09 00:00:00+05:30,18662.4,18664.7,18410.1,18496.6,0
29,2022-12-12 00:00:00+05:30,18402.15,18521.55,18345.7,18497.15,0
30,2022-12-13 00:00:00+05:30,18524.4,18617.25,18490.2,18608.0,0
31,2022-12-14 00:00:00+05:30,18671.25,18696.1,18632.9,18660.3,0
32,2022-12-15 00:00:00+05:30,18614.4,18652.9,18387.7,18414.9,0
33,2022-12-16 00:00:00+05:30,18319.1,18440.95,18255.15,18269.0,0
34,2022-12-19 00:00:00+05:30,18288.1,18431.65,18244.55,18420.45,0
35,2022-12-20 00:00:00+05:30,18340.3,18404.9,18202.65,18385.3,0
36,2022-12-21 00:00:00+05:30,18435.15,18473.35,18162.75,18199.1,0
37,2022-12-22 00:00:00+05:30,18288.8,18318.75,18068.6,18127.35,0
38,2022-12-23 00:00:00+05:30,17977.65,18050.45,17779.5,17806.8,0
39,2022-12-26 00:00:00+05:30,17830.4,18084.1,17774.25,18014.6,0
40,2022-12-27 00:00:00+05:30,18089.8,18149.25,17967.45,18132.3,0
41,2022-12-28 00:00:00+05:30,18084.75,18173.1,18068.35,18122.5,0
42,2022-12-29 00:00:00+05:30,18045.7,18229.7,17992.8,18191.0,0
43,2022-12-30 00:00:00+05:30,18259.1,18265.25,18080.3,18105.3,0
44,2023-01-02 00:00:00+05:30,18131.7,18215.15,18086.5,18197.45,0
45,2023-01-03 00:00:00+05:30,18163.2,18251.95,18149.8,18232.55,0
46,2023-01-04 00:00:00+05:30,18230.65,18243.0,18020.6,18042.95,0
47,2023-01-05 00:00:00+05:30,18101.95,18120.3,17892.6,17992.15,0
48,2023-01-06 00:00:00+05:30,18008.05,18047.4,17795.55,17859.45,0
49,2023-01-09 00:00:00+05:30,17952.55,18141.4,17936.15,18101.2,0
50,2023-01-10 00:00:00+05:30,18121.3,18127.6,17856.0,17914.15,0
51,2023-01-11 00:00:00+05:30,17924.25,17976.35,17824.35,17895.7,0
52,2023-01-12 00:00:00+05:30,17920.85,17945.8,17761.65,17858.2,0
53,2023-01-13 00:00:00+05:30,17867.5,17999.35,17774.25,17956.6,0
54,2023-01-16 00:00:00+05:30,18033.15,18049.65,17853.65,17894.85,0
55,2023-01-17 00:00:00+05:30,17922.8,18072.05,17886.95,18053.3,0
56,2023-01-18 00:00:00+05:30,18074.3,18183.75,18032.45,18165.35,0
57,2023-01-19 00:00:00+05:30,18119.8,18155.2,18063.75,18107.85,0
58,2023-01-20 00:00:00+05:30,18115.6,18145.45,18016.2,18027.65,0
59,2023-01-23 00:00:00+05:30,18118.45,18162.6,18063.45,18118.55,0
60,2023-01-24 00:00:00+05:30,18183.95,18201.25,18078.65,18118.3,0
61,2023-01-25 00:00:00+05:30,18093.35,18100.6,17846.15,17891.95,0
62,2023-01-27 00:00:00+05:30,17877.2,17884.75,17493.55,17604.35,0
63,2023-01-30 00:00:00+05:30,17541.95,17709.15,17405.55,17648.95,0
64,2023-01-31 00:00:00+05:30,17731.45,17735.7,17537.55,17662.15,0
65,2023-02-01 00:00:00+05:30,17811.6,17972.2,17353.4,17616.3,0
66,2023-02-02 00:00:00+05:30,17517.1,17653.9,17445.95,17610.4,0
67,2023-02-03 00:00:00+05:30,17721.75,17870.3,17584.2,17854.05,0
68,2023-02-06 00:00:00+05:30,17818.55,17823.7,17698.35,17764.6,0
69,2023-02-07 00:00:00+05:30,17790.1,17811.15,17652.55,17721.5,0
70,2023-02-08 00:00:00+05:30,17750.3,17898.7,17744.15,17871.7,0
71,2023-02-09 00:00:00+05:30,17885.5,17916.9,17779.8,17893.45,0
72,2023-02-10 00:00:00+05:30,17847.55,17876.95,17801.0,17856.5,0
73,2023-02-13 00:00:00+05:30,17859.1,17880.7,17719.75,17770.9,0
74,2023-02-14 00:00:00+05:30,17840.35,17954.55,17800.05,17929.85,0
75,2023-02-15 00:00:00+05:30,17896.6,18034.1,17853.8,18015.85,0
76,2023-02-16 00:00:00+05:30,18094.75,18134.75,18000.65,18035.85,0
77,2023-02-17 00:00:00+05:30,17974.85,18034.25,17884.6,17944.2,0
78,2023-02-20 00:00:00+05:30,17965.55,18004.35,17818.4,17844.6,0
79,2023-02-21 00:00:00+05:30,17905.8,17924.9,17800.3,17826.7,0
80,2023-02-22 00:00:00+05:30,17755.35,17772.5,17529.45,17554.3,0
81,2023-02-23 00:00:00+05:30,17574.65,17620.05,17455.4,17511.25,0
82,2023-02-24 00:00:00+05:30,17591.35,17599.75,17421.8,17465.8,0
83,2023-02-27 00:00:00+05:30,17428.6,17451.6,17299.0,17392.7,0
84,2023-02-28 00:00:00+05:30,17383.25,17440.45,17255.2,17303.95,0
85,2023-03-01 00:00:00+05:30,17360.1,17467.75,17345.25,17450.9,0
86,2023-03-02 00:00:00+05:30,17421.5,17445.8,17306.0,17321.9,0
87,2023-03-03 00:00:00+05:30,17451.25,17644.75,17427.7,17594.35,0
88,2023-03-06 00:00:00+05:30,17680.35,17799.95,17671.95,17711.45,0
89,2023-03-08 00:00:00+05:30,17665.75,17766.5,17602.25,17754.4,0
90,2023-03-09 00:00:00+05:30,17772.05,17772.35,17573.6,17589.6,0
91,2023-03-10 00:00:00+05:30,17443.8,17451.5,17324.35,17412.9,0
92,2023-03-13 00:00:00+05:30,17421.9,17529.9,17113.45,17154.3,0
93,2023-03-14 00:00:00+05:30,17160.55,17224.65,16987.1,17043.3,0
94,2023-03-15 00:00:00+05:30,17166.45,17211.35,16938.9,16972.15,0
95,2023-03-16 00:00:00+05:30,16994.65,17062.45,16850.15,16985.6,0
96,2023-03-17 00:00:00+05:30,17111.8,17145.8,16958.15,17100.05,0
97,2023-03-20 00:00:00+05:30,17066.6,17066.6,16828.35,16988.4,0
98,2023-03-21 00:00:00+05:30,17060.4,17127.7,17016.0,17107.5,0
99,2023-03-22 00:00:00+05:30,17177.45,17207.25,17107.85,17151.9,0
100,2023-03-23 00:00:00+05:30,17097.4,17205.4,17045.3,17076.9,0
101,2023-03-24 00:00:00+05:30,17076.2,17109.45,16917.35,16945.05,0
102,2023-03-27 00:00:00+05:30,16984.3,17091.0,16918.55,16985.7,0
103,2023-03-28 00:00:00+05:30,17031.75,17061.75,16913.75,16951.7,0
104,2023-03-29 00:00:00+05:30,16977.3,17126.15,16940.6,17080.7,0
105,2023-03-31 00:00:00+05:30,17210.35,17381.6,17204.65,17359.75,0
106,2023-04-03 00:00:00+05:30,17427.95,17428.05,17312.75,17398.05,0
107,2023-04-05 00:00:00+05:30,17422.3,17570.55,17402.7,17557.05,0
108,2023-04-06 00:00:00+05:30,17533.85,17638.7,17502.85,17599.15,0
109,2023-04-10 00:00:00+05:30,17634.9,17694.1,17597.95,17624.05,0
110,2023-04-11 00:00:00+05:30,17704.8,17748.75,17655.15,17722.3,0
111,2023-04-12 00:00:00+05:30,17759.55,17825.75,17717.25,17812.4,0
112,2023-04-13 00:00:00+05:30,17807.3,17842.15,17729.65,17828.0,0
113,2023-04-17 00:00:00+05:30,17863.0,17863.0,17574.05,17706.85,0
114,2023-04-18 00:00:00+05:30,17766.6,17766.6,17610.2,17660.15,0
115,2023-04-19 00:00:00+05:30,17653.35,17666.15,17579.85,17618.75,0
116,2023-04-20 00:00:00+05:30,17638.6,17684.45,17584.35,17624.45,0
117,2023-04-21 00:00:00+05:30,17639.75,17663.2,17553.95,17624.05,0
