Datetime,Open,High,Low,Close,Adj Close,Volume
2022-08-22 11:25:00+05:30,38317.60156,38355.39844,38285.85156,38340.75,38340.75,0
2022-08-22 11:30:00+05:30,38338.64844,38358.44922,38323.75,38336.35156,38336.35156,0
2022-08-22 11:35:00+05:30,38335.44922,38347.14844,38326.60156,38333.85156,38333.85156,0
2022-08-22 11:40:00+05:30,38334,38344.80078,38324.55078,38339.19922,38339.19922,0
2022-08-22 11:45:00+05:30,38339.10156,38378.85156,38328.89844,38363.85156,38363.85156,0
2022-08-22 11:50:00+05:30,38362.64844,38386.39844,38362.64844,38378.05078,38378.05078,0
2022-08-22 11:55:00+05:30,38377.89844,38377.89844,38349.14844,38365.80078,38365.80078,0
2022-08-22 12:00:00+05:30,38366.75,38376.60156,38348.35156,38367.85156,38367.85156,0
2022-08-22 12:05:00+05:30,38367.19922,38408.64844,38367.19922,38390.30078,38390.30078,0
2022-08-22 12:10:00+05:30,38388.64844,38412.89844,38377.94922,38381.30078,38381.30078,0
2022-08-22 12:15:00+05:30,38381.30078,38407.69922,38380,38389.69922,38389.69922,0
2022-08-22 12:20:00+05:30,38388.94922,38424.75,38387.19922,38392.14844,38392.14844,0
2022-08-22 12:25:00+05:30,38390.69922,38411.10156,38390.69922,38406.80078,38406.80078,0
2022-08-22 12:30:00+05:30,38405.39844,38462.19922,38391.69922,38452.55078,38452.55078,0
2022-08-22 12:35:00+05:30,38452.80078,38472.75,38435.89844,38436.35156,38436.35156,0
2022-08-22 12:40:00+05:30,38436.69922,38454.85156,38397.85156,38403.25,38403.25,0
2022-08-22 12:45:00+05:30,38402.10156,38412.30078,38359.85156,38397.80078,38397.80078,0
2022-08-22 12:50:00+05:30,38396.30078,38413.14844,38378.05078,38390.19922,38390.19922,0
2022-08-22 12:55:00+05:30,38389.10156,38392.19922,38316.75,38333.44922,38333.44922,0
2022-08-22 13:00:00+05:30,38335,38341.75,38314.94922,38330.10156,38330.10156,0
2022-08-22 13:05:00+05:30,38330.44922,38351.94922,38325.55078,38333.80078,38333.80078,0
2022-08-22 13:10:00+05:30,38334.35156,38343.94922,38319.39844,38332.30078,38332.30078,0
2022-08-22 13:15:00+05:30,38331,38354.30078,38318.85156,38344.30078,38344.30078,0
2022-08-22 13:20:00+05:30,38345.69922,38352.5,38334.25,38349.10156,38349.10156,0
2022-08-22 13:25:00+05:30,38349,38367.14844,38274.94922,38284.44922,38284.44922,0
2022-08-22 13:30:00+05:30,38284.35156,38294.39844,38253.44922,38284.94922,38284.94922,0
2022-08-22 13:35:00+05:30,38282.5,38307.44922,38275.85156,38296.35156,38296.35156,0
2022-08-22 13:40:00+05:30,38293.94922,38324.25,38288,38294.55078,38294.55078,0
2022-08-22 13:45:00+05:30,38292.75,38321.05078,38291.64844,38312.05078,38312.05078,0
2022-08-22 13:50:00+05:30,38310.35156,38318.30078,38273.94922,38284.85156,38284.85156,0
2022-08-22 13:55:00+05:30,38284.14844,38346.10156,38267.89844,38302.60156,38302.60156,0
2022-08-22 14:00:00+05:30,38303.44922,38329.94922,38303.44922,38306.25,38306.25,0
2022-08-22 14:05:00+05:30,38304.60156,38348.5,38303.64844,38335.44922,38335.44922,0
2022-08-22 14:10:00+05:30,38336,38339.05078,38318.14844,38329.55078,38329.55078,0
2022-08-22 14:15:00+05:30,38326.44922,38372.35156,38314.55078,38349.69922,38349.69922,0
2022-08-22 14:20:00+05:30,38348.94922,38385.80078,38338.30078,38367.55078,38367.55078,0
2022-08-22 14:25:00+05:30,38365.85156,38379.80078,38355.89844,38369.94922,38369.94922,0
2022-08-22 14:30:00+05:30,38371.19922,38374.05078,38309.75,38324.55078,38324.55078,0
2022-08-22 14:35:00+05:30,38323.64844,38334.94922,38316.44922,38321.10156,38321.10156,0
2022-08-22 14:40:00+05:30,38318.44922,38333.80078,38299.5,38311.69922,38311.69922,0
2022-08-22 14:45:00+05:30,38317.19922,38326.35156,38297.14844,38319.44922,38319.44922,0
2022-08-22 14:50:00+05:30,38315.89844,38378.25,38315.89844,38362.85156,38362.85156,0
2022-08-22 14:55:00+05:30,38362.60156,38371.10156,38300.25,38332.5,38332.5,0
2022-08-22 15:00:00+05:30,38340,38345.35156,38248.89844,38254.60156,38254.60156,0
2022-08-22 15:05:00+05:30,38256.80078,38282.60156,38256.05078,38267,38267,0
2022-08-22 15:10:00+05:30,38268.55078,38331.75,38268.55078,38330.39844,38330.39844,0
2022-08-22 15:15:00+05:30,38333.85156,38366.25,38310.30078,38312.80078,38312.80078,0
2022-08-22 15:20:00+05:30,38312.94922,38328.44922,38292.05078,38298.94922,38298.94922,0
2022-08-22 15:25:00+05:30,38299.14844,38331.19922,38285.14844,38331.19922,38331.19922,0
2022-08-23 09:15:00+05:30,37955.44922,38138.60156,37955.44922,38086.80078,38086.80078,0
2022-08-23 09:20:00+05:30,38086.80078,38226.39844,38051.10156,38226.39844,38226.39844,0
2022-08-23 09:25:00+05:30,38229.85156,38268.64844,38181.85156,38248.94922,38248.94922,0
2022-08-23 09:30:00+05:30,38249.89844,38315.80078,38225.39844,38235.94922,38235.94922,0
2022-08-23 09:35:00+05:30,38238.94922,38424.94922,38204.39844,38402.10156,38402.10156,0
2022-08-23 09:40:00+05:30,38407.69922,38450.75,38379.85156,38417.5,38417.5,0
2022-08-23 09:45:00+05:30,38413.89844,38467.5,38394.5,38464.05078,38464.05078,0
2022-08-23 09:50:00+05:30,38468.85156,38512.25,38442.94922,38506.85156,38506.85156,0
2022-08-23 09:55:00+05:30,38508,38535.25,38468.14844,38518.69922,38518.69922,0
2022-08-23 10:00:00+05:30,38515.39844,38568.89844,38490.80078,38543.64844,38543.64844,0
2022-08-23 10:05:00+05:30,38542.14844,38550.75,38486.55078,38506.39844,38506.39844,0
2022-08-23 10:10:00+05:30,38510.75,38511.75,38423.85156,38425,38425,0
2022-08-23 10:15:00+05:30,38422.55078,38513.35156,38359,38479.25,38479.25,0
2022-08-23 10:20:00+05:30,38477.44922,38482,38441.85156,38461.60156,38461.60156,0
2022-08-23 10:25:00+05:30,38462.5,38462.5,38390.55078,38402.19922,38402.19922,0
2022-08-23 10:30:00+05:30,38405.10156,38426.25,38375.05078,38403,38403,0
2022-08-23 10:35:00+05:30,38404.89844,38404.89844,38309.55078,38316.5,38316.5,0
2022-08-23 10:40:00+05:30,38317.05078,38317.05078,38228,38306.19922,38306.19922,0
2022-08-23 10:45:00+05:30,38304.05078,38319.69922,38260.19922,38293.89844,38293.89844,0
2022-08-23 10:50:00+05:30,38292.30078,38295.89844,38238.5,38266.64844,38266.64844,0
2022-08-23 10:55:00+05:30,38265.05078,38301.10156,38247.30078,38292.30078,38292.30078,0
2022-08-23 11:00:00+05:30,38295,38330.75,38236.19922,38261.5,38261.5,0
2022-08-23 11:05:00+05:30,38260.69922,38268,38183.05078,38186.5,38186.5,0
2022-08-23 11:10:00+05:30,38184.30078,38240.39844,38184.30078,38209.64844,38209.64844,0
2022-08-23 11:15:00+05:30,38211,38248.80078,38201.14844,38248.10156,38248.10156,0
2022-08-23 11:20:00+05:30,38249.85156,38328.64844,38233,38326.89844,38326.89844,0
2022-08-23 11:25:00+05:30,38331.35156,38352.94922,38284.55078,38287.44922,38287.44922,0
2022-08-23 11:30:00+05:30,38287,38395.60156,38272.55078,38385.55078,38385.55078,0
2022-08-23 11:35:00+05:30,38381.25,38381.25,38327,38334.89844,38334.89844,0
2022-08-23 11:40:00+05:30,38332.69922,38337.19922,38272.19922,38277.14844,38277.14844,0
2022-08-23 11:45:00+05:30,38276.05078,38307.69922,38276.05078,38294.19922,38294.19922,0
2022-08-23 11:50:00+05:30,38295.30078,38310.75,38235.39844,38302.30078,38302.30078,0
2022-08-23 11:55:00+05:30,38304.30078,38344.64844,38259.94922,38268.89844,38268.89844,0
2022-08-23 12:00:00+05:30,38269.19922,38303.39844,38252.69922,38292.05078,38292.05078,0
2022-08-23 12:05:00+05:30,38290.69922,38300.14844,38250.14844,38267.10156,38267.10156,0
2022-08-23 12:10:00+05:30,38267.94922,38282.80078,38249,38261,38261,0
2022-08-23 12:15:00+05:30,38261.25,38303.69922,38215.25,38224.94922,38224.94922,0
2022-08-23 12:20:00+05:30,38225.94922,38242.35156,38218.55078,38229.10156,38229.10156,0
2022-08-23 12:25:00+05:30,38228.60156,38256.55078,38193.80078,38229.69922,38229.69922,0
2022-08-23 12:30:00+05:30,38236.89844,38303.69922,38219.60156,38300.14844,38300.14844,0
2022-08-23 12:35:00+05:30,38301.44922,38326.85156,38288.5,38311.94922,38311.94922,0
2022-08-23 12:40:00+05:30,38311.35156,38333.25,38305.75,38321.69922,38321.69922,0
2022-08-23 12:45:00+05:30,38321.14844,38361.80078,38310.30078,38355.10156,38355.10156,0
2022-08-23 12:50:00+05:30,38360.19922,38414.89844,38354.35156,38400.55078,38400.55078,0
2022-08-23 12:55:00+05:30,38402.39844,38422.94922,38383.85156,38406.30078,38406.30078,0
2022-08-23 13:00:00+05:30,38406,38429,38379.25,38398.30078,38398.30078,0
2022-08-23 13:05:00+05:30,38400.14844,38425.44922,38360.85156,38397.25,38397.25,0
2022-08-23 13:10:00+05:30,38395.30078,38462.35156,38394.55078,38447.10156,38447.10156,0
2022-08-23 13:15:00+05:30,38441.80078,38485.89844,38441.80078,38458.14844,38458.14844,0
2022-08-23 13:20:00+05:30,38456,38486.69922,38445.39844,38486.69922,38486.69922,0
2022-08-23 13:25:00+05:30,38492.14844,38499.94922,38474.39844,38484.94922,38484.94922,0
2022-08-23 13:30:00+05:30,38484.75,38523.69922,38462.25,38510.60156,38510.60156,0
2022-08-23 13:35:00+05:30,38513.39844,38552,38501.30078,38544.35156,38544.35156,0
2022-08-23 13:40:00+05:30,38546.30078,38608.85156,38538.44922,38571.39844,38571.39844,0
2022-08-23 13:45:00+05:30,38568.64844,38597.80078,38532.75,38562.14844,38562.14844,0
2022-08-23 13:50:00+05:30,38560.85156,38564.60156,38515.14844,38531.10156,38531.10156,0
2022-08-23 13:55:00+05:30,38535.75,38557.25,38505.85156,38526.10156,38526.10156,0
2022-08-23 14:00:00+05:30,38527.39844,38542.80078,38491.69922,38528.39844,38528.39844,0
2022-08-23 14:05:00+05:30,38525.10156,38588,38525.10156,38578.94922,38578.94922,0
2022-08-23 14:10:00+05:30,38579.64844,38582.30078,38542.64844,38564.30078,38564.30078,0
2022-08-23 14:15:00+05:30,38563,38579.25,38546.39844,38573.44922,38573.44922,0
2022-08-23 14:20:00+05:30,38573.94922,38650.60156,38572.64844,38642.60156,38642.60156,0
2022-08-23 14:25:00+05:30,38644.19922,38644.19922,38602.35156,38609.10156,38609.10156,0
2022-08-23 14:30:00+05:30,38607.55078,38614.69922,38517.14844,38549.85156,38549.85156,0
2022-08-23 14:35:00+05:30,38554.30078,38632.25,38543.80078,38621.5,38621.5,0
2022-08-23 14:40:00+05:30,38620.44922,38632.35156,38590.25,38596.75,38596.75,0
2022-08-23 14:45:00+05:30,38596.89844,38609.39844,38557.35156,38563.89844,38563.89844,0
2022-08-23 14:50:00+05:30,38567.69922,38611.05078,38549.19922,38570.64844,38570.64844,0
2022-08-23 14:55:00+05:30,38570.25,38605.25,38565.60156,38598.94922,38598.94922,0
2022-08-23 15:00:00+05:30,38599.75,38630.5,38542.85156,38575.94922,38575.94922,0
2022-08-23 15:05:00+05:30,38577.14844,38638.85156,38571.44922,38637.64844,38637.64844,0
2022-08-23 15:10:00+05:30,38639,38661.80078,38627.10156,38652,38652,0
2022-08-23 15:15:00+05:30,38657.25,38714.80078,38646.35156,38713.55078,38713.55078,0
2022-08-23 15:20:00+05:30,38717.60156,38838,38710.44922,38838,38838,0
2022-08-23 15:25:00+05:30,38840.35156,38865.80078,38821.85156,38852.19922,38852.19922,0
2022-08-24 09:15:00+05:30,38552.69922,38808.30078,38552.69922,38747.39844,38747.39844,0
2022-08-24 09:20:00+05:30,38744.5,38829.35156,38713.85156,38821.89844,38821.89844,0
2022-08-24 09:25:00+05:30,38825.10156,38832.80078,38755.25,38766.14844,38766.14844,0
2022-08-24 09:30:00+05:30,38767.94922,38767.94922,38660.55078,38666.05078,38666.05078,0
2022-08-24 09:35:00+05:30,38662.60156,38741.89844,38625.80078,38625.80078,38625.80078,0
2022-08-24 09:40:00+05:30,38629.85156,38677.30078,38603.39844,38646.69922,38646.69922,0
2022-08-24 09:45:00+05:30,38648.60156,38748.19922,38628.60156,38704.25,38704.25,0
2022-08-24 09:50:00+05:30,38709.25,38733.19922,38686,38699.5,38699.5,0
2022-08-24 09:55:00+05:30,38699.75,38717.80078,38670.44922,38713.10156,38713.10156,0
2022-08-24 10:00:00+05:30,38710.30078,38799.60156,38695.05078,38797.5,38797.5,0
2022-08-24 10:05:00+05:30,38799.25,38808.69922,38778.64844,38783.10156,38783.10156,0
2022-08-24 10:10:00+05:30,38782.44922,38838.44922,38770.39844,38817.60156,38817.60156,0
2022-08-24 10:15:00+05:30,38817.14844,38823.35156,38787.69922,38814.75,38814.75,0
2022-08-24 10:20:00+05:30,38815.39844,38880.69922,38801.35156,38872.75,38872.75,0
2022-08-24 10:25:00+05:30,38870.35156,38879.30078,38833,38836.75,38836.75,0
2022-08-24 10:30:00+05:30,38836.60156,38860.44922,38799.80078,38844.94922,38844.94922,0
2022-08-24 10:35:00+05:30,38846.75,38863.64844,38823.85156,38826.25,38826.25,0
2022-08-24 10:40:00+05:30,38826.14844,38853.05078,38818.55078,38830.94922,38830.94922,0
2022-08-24 10:45:00+05:30,38828.60156,38866.19922,38828.60156,38866.19922,38866.19922,0
2022-08-24 10:50:00+05:30,38867,38908.80078,38860.25,38872.35156,38872.35156,0
2022-08-24 10:55:00+05:30,38872.85156,38889.75,38859.19922,38887.75,38887.75,0
2022-08-24 11:00:00+05:30,38891.44922,38898.19922,38866.10156,38885.5,38885.5,0
2022-08-24 11:05:00+05:30,38887.10156,38925.69922,38884.64844,38896.85156,38896.85156,0
2022-08-24 11:10:00+05:30,38897,38918.25,38891.05078,38907.05078,38907.05078,0
2022-08-24 11:15:00+05:30,38907.55078,38925.25,38893.94922,38908.30078,38908.30078,0
2022-08-24 11:20:00+05:30,38906.80078,38906.80078,38865.55078,38865.75,38865.75,0
2022-08-24 11:25:00+05:30,38869.10156,38880.25,38852.80078,38864.60156,38864.60156,0
2022-08-24 11:30:00+05:30,38865.75,38930,38859.44922,38927.80078,38927.80078,0
2022-08-24 11:35:00+05:30,38929.55078,38954.14844,38905.30078,38923.55078,38923.55078,0
2022-08-24 11:40:00+05:30,38925.35156,38925.85156,38893.39844,38901.14844,38901.14844,0
2022-08-24 11:45:00+05:30,38901.60156,38922.35156,38886.85156,38918.5,38918.5,0
2022-08-24 11:50:00+05:30,38916.80078,38918,38868.25,38870.89844,38870.89844,0
2022-08-24 11:55:00+05:30,38870.94922,38872.60156,38786.85156,38791,38791,0
2022-08-24 12:00:00+05:30,38787.85156,38827,38753.94922,38808.85156,38808.85156,0
2022-08-24 12:05:00+05:30,38810.30078,38861.14844,38809.30078,38830.89844,38830.89844,0
2022-08-24 12:10:00+05:30,38832.5,38834.10156,38790,38797.85156,38797.85156,0
2022-08-24 12:15:00+05:30,38798.55078,38814.89844,38771.64844,38773.94922,38773.94922,0
2022-08-24 12:20:00+05:30,38775.64844,38825.14844,38762.55078,38820.10156,38820.10156,0
2022-08-24 12:25:00+05:30,38820.69922,38853.89844,38815.30078,38831.85156,38831.85156,0
2022-08-24 12:30:00+05:30,38830.85156,38849.19922,38817.89844,38820.60156,38820.60156,0
2022-08-24 12:35:00+05:30,38821.10156,38828.10156,38805.19922,38813.64844,38813.64844,0
2022-08-24 12:40:00+05:30,38813.64844,38828.89844,38806.39844,38815.30078,38815.30078,0
2022-08-24 12:45:00+05:30,38816.30078,38817.44922,38772.39844,38775.39844,38775.39844,0
2022-08-24 12:50:00+05:30,38774.55078,38779.80078,38712.35156,38720.75,38720.75,0
2022-08-24 12:55:00+05:30,38720.44922,38746.44922,38680.94922,38701.30078,38701.30078,0
2022-08-24 13:00:00+05:30,38699.80078,38737.69922,38683.30078,38713.55078,38713.55078,0
2022-08-24 13:05:00+05:30,38710.69922,38731.44922,38695.30078,38710.80078,38710.80078,0
2022-08-24 13:10:00+05:30,38712.80078,38729.69922,38703.85156,38715.10156,38715.10156,0
2022-08-24 13:15:00+05:30,38712.35156,38719.94922,38658.05078,38658.05078,38658.05078,0
2022-08-24 13:20:00+05:30,38658.64844,38676.10156,38637.69922,38654.75,38654.75,0
2022-08-24 13:25:00+05:30,38654.19922,38671.89844,38644.5,38659.14844,38659.14844,0
2022-08-24 13:30:00+05:30,38658.94922,38719.69922,38658.05078,38698.55078,38698.55078,0
2022-08-24 13:35:00+05:30,38698,38749.25,38695,38744.80078,38744.80078,0
2022-08-24 13:40:00+05:30,38747.05078,38824,38742.10156,38821.75,38821.75,0
2022-08-24 13:45:00+05:30,38818.80078,38856.64844,38797.64844,38826.60156,38826.60156,0
2022-08-24 13:50:00+05:30,38827.85156,38830.35156,38802.44922,38826.25,38826.25,0
2022-08-24 13:55:00+05:30,38823.5,38826.69922,38774.75,38782.85156,38782.85156,0
2022-08-24 14:00:00+05:30,38783.75,38861.85156,38779.80078,38824.25,38824.25,0
2022-08-24 14:05:00+05:30,38827.80078,38843.30078,38816.25,38817.39844,38817.39844,0
2022-08-24 14:10:00+05:30,38818.19922,38840.10156,38797.35156,38805,38805,0
2022-08-24 14:15:00+05:30,38800.75,38841.30078,38797.44922,38833.94922,38833.94922,0
2022-08-24 14:20:00+05:30,38831.85156,38857.5,38812.60156,38834.75,38834.75,0
2022-08-24 14:25:00+05:30,38835.39844,38843.94922,38807.30078,38842.25,38842.25,0
2022-08-24 14:30:00+05:30,38843.94922,38890.55078,38833.94922,38879.64844,38879.64844,0
2022-08-24 14:35:00+05:30,38879.14844,38905.75,38857.89844,38892.89844,38892.89844,0
2022-08-24 14:40:00+05:30,38890.64844,38894.14844,38827.44922,38827.94922,38827.94922,0
2022-08-24 14:45:00+05:30,38827.69922,38896.05078,38827.14844,38890.5,38890.5,0
2022-08-24 14:50:00+05:30,38888.10156,38927.14844,38883.75,38919.05078,38919.05078,0
2022-08-24 14:55:00+05:30,38914.19922,38939.35156,38888.35156,38908.14844,38908.14844,0
2022-08-24 15:00:00+05:30,38906,38954.14844,38896.35156,38940.75,38940.75,0
2022-08-24 15:05:00+05:30,38941.60156,39003.5,38928.14844,38999.10156,38999.10156,0
2022-08-24 15:10:00+05:30,38995.89844,39072.44922,38995.89844,39070.14844,39070.14844,0
2022-08-24 15:15:00+05:30,39067.60156,39087.25,39040.44922,39083.05078,39083.05078,0
2022-08-24 15:20:00+05:30,39084.14844,39108.30078,39064.64844,39105.19922,39105.19922,0
2022-08-24 15:25:00+05:30,39104.69922,39117.69922,39066.39844,39087.25,39087.25,0
2022-08-25 09:15:00+05:30,39190.05078,39254.5,39168.89844,39235.05078,39235.05078,0
2022-08-25 09:20:00+05:30,39234.64844,39296.64844,39227.60156,39291.10156,39291.10156,0
2022-08-25 09:25:00+05:30,39292.39844,39331.69922,39272.05078,39314.64844,39314.64844,0
2022-08-25 09:30:00+05:30,39315.19922,39345.64844,39283.85156,39331.30078,39331.30078,0
2022-08-25 09:35:00+05:30,39332.55078,39347.75,39317.75,39323.14844,39323.14844,0
2022-08-25 09:40:00+05:30,39324.30078,39346.35156,39294.14844,39343.25,39343.25,0
2022-08-25 09:45:00+05:30,39343.35156,39354.5,39315.39844,39318.55078,39318.55078,0
2022-08-25 09:50:00+05:30,39320.69922,39350.55078,39297.94922,39341.30078,39341.30078,0
2022-08-25 09:55:00+05:30,39341.35156,39345.75,39322.80078,39343.55078,39343.55078,0
2022-08-25 10:00:00+05:30,39343.44922,39383.25,39341.19922,39374.14844,39374.14844,0
2022-08-25 10:05:00+05:30,39377.75,39382.19922,39327.85156,39337.94922,39337.94922,0
2022-08-25 10:10:00+05:30,39338.69922,39339.55078,39311.55078,39330.69922,39330.69922,0
2022-08-25 10:15:00+05:30,39329,39332.30078,39284.94922,39286.64844,39286.64844,0
2022-08-25 10:20:00+05:30,39288.05078,39370.5,39284.30078,39347.39844,39347.39844,0
2022-08-25 10:25:00+05:30,39349.5,39349.5,39310.55078,39320.44922,39320.44922,0
2022-08-25 10:30:00+05:30,39320.10156,39341.05078,39317.89844,39326.19922,39326.19922,0
2022-08-25 10:35:00+05:30,39327.14844,39356.35156,39321.69922,39339.39844,39339.39844,0
2022-08-25 10:40:00+05:30,39337.35156,39348.85156,39322.80078,39337.64844,39337.64844,0
2022-08-25 10:45:00+05:30,39340.39844,39350.14844,39311.85156,39338.55078,39338.55078,0
2022-08-25 10:50:00+05:30,39337.10156,39356.35156,39334.35156,39349.75,39349.75,0
2022-08-25 10:55:00+05:30,39345.14844,39373.80078,39341.35156,39370.69922,39370.69922,0
2022-08-25 11:00:00+05:30,39370.05078,39385.44922,39349.60156,39367.39844,39367.39844,0
2022-08-25 11:05:00+05:30,39366.94922,39367.10156,39332.75,39340.60156,39340.60156,0
2022-08-25 11:10:00+05:30,39340,39357.5,39329.64844,39336.39844,39336.39844,0
2022-08-25 11:15:00+05:30,39336.5,39351.55078,39325.69922,39331.64844,39331.64844,0
2022-08-25 11:20:00+05:30,39329.85156,39333.05078,39184.14844,39239.35156,39239.35156,0
2022-08-25 11:25:00+05:30,39233.39844,39276.85156,39222.14844,39237.44922,39237.44922,0
2022-08-25 11:30:00+05:30,39237.44922,39256.25,39220.75,39248.85156,39248.85156,0
2022-08-25 11:35:00+05:30,39249.05078,39256.05078,39213.14844,39233.05078,39233.05078,0
2022-08-25 11:40:00+05:30,39234.05078,39348.5,39233.39844,39322.75,39322.75,0
2022-08-25 11:45:00+05:30,39328.89844,39410.10156,39316.55078,39396.89844,39396.89844,0
2022-08-25 11:50:00+05:30,39393.14844,39406.85156,39373.60156,39378.44922,39378.44922,0
2022-08-25 11:55:00+05:30,39378.69922,39403.64844,39377.10156,39395.5,39395.5,0
2022-08-25 12:00:00+05:30,39397.05078,39426.5,39383.60156,39420.75,39420.75,0
2022-08-25 12:05:00+05:30,39419.55078,39436.39844,39402,39429.35156,39429.35156,0
2022-08-25 12:10:00+05:30,39429.19922,39435.55078,39413,39423.44922,39423.44922,0
2022-08-25 12:15:00+05:30,39423.05078,39432.35156,39402.25,39417.35156,39417.35156,0
2022-08-25 12:20:00+05:30,39416.14844,39435.10156,39414,39419.10156,39419.10156,0
2022-08-25 12:25:00+05:30,39420.85156,39420.85156,39396.05078,39400.64844,39400.64844,0
2022-08-25 12:30:00+05:30,39399.64844,39425.60156,39385.64844,39405.05078,39405.05078,0
2022-08-25 12:35:00+05:30,39404.94922,39421.19922,39404.75,39408.05078,39408.05078,0
2022-08-25 12:40:00+05:30,39404.89844,39421.69922,39395.64844,39399.64844,39399.64844,0
2022-08-25 12:45:00+05:30,39394,39463.80078,39390.94922,39460.14844,39460.14844,0
2022-08-25 12:50:00+05:30,39461,39471.05078,39438.39844,39455.14844,39455.14844,0
2022-08-25 12:55:00+05:30,39454.69922,39460.25,39438.94922,39452.25,39452.25,0
2022-08-25 13:00:00+05:30,39450.94922,39458.19922,39407,39410.75,39410.75,0
2022-08-25 13:05:00+05:30,39409.39844,39428.10156,39372,39373.64844,39373.64844,0
2022-08-25 13:10:00+05:30,39373.14844,39432.85156,39355.19922,39423.19922,39423.19922,0
2022-08-25 13:15:00+05:30,39421.75,39433.5,39401.5,39405.30078,39405.30078,0
2022-08-25 13:20:00+05:30,39402.44922,39426.69922,39378.25,39424.44922,39424.44922,0
2022-08-25 13:25:00+05:30,39421.75,39439.05078,39405.69922,39407.35156,39407.35156,0
2022-08-25 13:30:00+05:30,39411.19922,39420.85156,39398.30078,39410.14844,39410.14844,0
2022-08-25 13:35:00+05:30,39410.39844,39439.39844,39402.39844,39423.30078,39423.30078,0
2022-08-25 13:40:00+05:30,39420.14844,39430.80078,39410.10156,39429.85156,39429.85156,0
2022-08-25 13:45:00+05:30,39429,39432.85156,39397.75,39424.75,39424.75,0
2022-08-25 13:50:00+05:30,39426.85156,39442.55078,39418.5,39429.35156,39429.35156,0
2022-08-25 13:55:00+05:30,39429.30078,39436.69922,39398.75,39411.64844,39411.64844,0
2022-08-25 14:00:00+05:30,39412.05078,39433.60156,39379.05078,39413.89844,39413.89844,0
2022-08-25 14:05:00+05:30,39411.39844,39413.55078,39368.89844,39371.44922,39371.44922,0
2022-08-25 14:10:00+05:30,39371.85156,39409.75,39361.60156,39403.89844,39403.89844,0
2022-08-25 14:15:00+05:30,39403.39844,39417.5,39375.10156,39385,39385,0
2022-08-25 14:20:00+05:30,39385.94922,39386.55078,39350.30078,39367.85156,39367.85156,0
2022-08-25 14:25:00+05:30,39368.85156,39369.44922,39310.60156,39323.5,39323.5,0
2022-08-25 14:30:00+05:30,39325.30078,39348.55078,39240.55078,39245.80078,39245.80078,0
2022-08-25 14:35:00+05:30,39245.5,39289.94922,39218.10156,39223.60156,39223.60156,0
2022-08-25 14:40:00+05:30,39222.69922,39284.35156,39128.10156,39277.60156,39277.60156,0
2022-08-25 14:45:00+05:30,39282.60156,39312.30078,39244.60156,39271.30078,39271.30078,0
2022-08-25 14:50:00+05:30,39269.30078,39276.89844,39127.39844,39159.60156,39159.60156,0
